Contig_ID,Linkage_Group,Location_Used_Map_Creation,Location_SCL
G3_NODE_345855_length_1362_cov_8.906020,GR19,,24.515
G3_NODE_1081444_length_1525_cov_7.137049,GR7,,24.725
G3_NODE_1461889_length_905_cov_11.352487,GR7,,24.725
G3_NODE_1931196_length_600_cov_13.296667,GR7,,24.725
G3_NODE_2559985_length_265_cov_12.947170,GR7,,24.725
G3_NODE_28689_length_2037_cov_10.092784,GR7,,24.725
G3_NODE_3057846_length_6422_cov_8.551386,GR7,,24.725
G3_NODE_4054843_length_1406_cov_6.277383,GR7,,24.725
G3_NODE_5277679_length_1889_cov_7.881948,GR7,,24.725
G3_NODE_1241508_length_3185_cov_9.443014,GR6,,24.738
G3_NODE_1712085_length_1368_cov_9.521199,GR6,,24.738
G3_NODE_3506642_length_6790_cov_8.424595,GR6,,24.738
G3_NODE_3737045_length_2743_cov_7.608093,GR6,,24.738
G3_NODE_1573310_length_979_cov_10.833504,GR20,,24.891
G3_NODE_1834059_length_297_cov_13.033670,GR20,,24.891
G3_NODE_1039106_length_392_cov_11.737245,GR12,,24.923
G3_NODE_2230558_length_242_cov_13.528926,GR12,,24.923
G3_NODE_3622871_length_2481_cov_5.997581,GR12,,24.923
G3_NODE_384592_length_1644_cov_8.971411,GR12,,24.923
G3_NODE_5171621_length_2727_cov_8.463146,GR14,,24.923
G3_NODE_1190315_length_240_cov_10.825000,GR1,,24.925
G3_NODE_1216565_length_1838_cov_8.985311,GR1,,24.925
G3_NODE_1485849_length_333_cov_11.267267,GR1,,24.925
G3_NODE_1684995_length_3233_cov_7.814414,GR1,,24.925
G3_NODE_4677145_length_150_cov_12.560000,GR1,,24.925
G3_NODE_5513596_length_800_cov_6.673750,GR1,,24.925
G3_NODE_1855671_length_6166_cov_8.978916,GR13,,25.038
G3_NODE_2305614_length_2102_cov_7.920552,GR13,,25.038
G3_NODE_2668629_length_2277_cov_7.985947,GR13,,25.038
G3_NODE_3436513_length_177_cov_11.734464,GR13,,25.038
G3_NODE_4531042_length_414_cov_2.562802,GR13,,25.038
G3_NODE_5023647_length_84_cov_9.119047,GR13,,25.038
G3_NODE_5438425_length_1036_cov_10.835907,GR13,,25.038
G3_NODE_644665_length_993_cov_7.595166,GR13,,25.038
G3_NODE_4384802_length_90_cov_8.388889,GR8,,25.577
G3_NODE_1026710_length_762_cov_8.465879,GR19,,25.604
G3_NODE_2280674_length_2059_cov_9.053424,GR19,,25.604
G3_NODE_1836365_length_875_cov_8.379429,GR20,,25.674
G3_NODE_1855435_length_3888_cov_9.596451,GR20,,25.674
G3_NODE_2092091_length_418_cov_7.133971,GR20,,25.674
G3_NODE_2105739_length_4749_cov_8.433776,GR20,,25.674
G3_NODE_362849_length_147_cov_15.632653,GR20,,25.674
G3_NODE_4494866_length_1081_cov_6.322849,GR20,,25.674
G3_NODE_553948_length_2596_cov_7.469183,GR20,,25.674
G3_NODE_1033547_length_382_cov_16.840315,GR10,,25.741
G3_NODE_149755_length_266_cov_195.966171,GR10,,25.741
G3_NODE_166682_length_1761_cov_12.259512,GR10,,25.741
G3_NODE_2012747_length_696_cov_8.754311,GR10,,25.741
G3_NODE_2961862_length_571_cov_3.042032,GR10,,25.741
G3_NODE_3927369_length_1485_cov_5.163636,GR10,,25.741
G3_NODE_4308245_length_368_cov_4.567935,GR10,,25.741
G3_NODE_4368326_length_2511_cov_7.094783,GR5,,25.8
G3_NODE_2854854_length_660_cov_5.277273,GR17,,25.894
G3_NODE_1021475_length_698_cov_6.078796,GR5,,25.897
G3_NODE_1060394_length_1924_cov_7.724532,GR5,,25.897
G3_NODE_2346899_length_384_cov_13.414062,GR5,,25.897
G3_NODE_504900_length_8426_cov_7.419416,GR5,,25.897
G3_NODE_1942974_length_1825_cov_5.271781,GR12,,25.947
G3_NODE_2007863_length_1144_cov_10.123252,GR12,,25.947
G3_NODE_1557654_length_1306_cov_9.665391,GR7,,26.322
G3_NODE_1628600_length_631_cov_18.903328,GR7,,26.322
G3_NODE_2494164_length_4381_cov_8.379365,GR7,,26.322
G3_NODE_2654414_length_899_cov_6.319243,GR7,,26.322
G3_NODE_2763225_length_932_cov_20.124464,GR7,,26.322
G3_NODE_2866926_length_201_cov_8.701492,GR7,,26.322
G3_NODE_3675528_length_51_cov_5.627451,GR7,,26.322
G3_NODE_1200020_length_1298_cov_11.366718,GR20,,26.488
G3_NODE_1812198_length_657_cov_7.914764,GR20,,26.488
G3_NODE_1923490_length_976_cov_8.123976,GR20,,26.488
G3_NODE_2178854_length_893_cov_6.231803,GR20,,26.488
G3_NODE_2949624_length_178_cov_12.449438,GR20,,26.488
G3_NODE_3227095_length_413_cov_7.464891,GR20,,26.488
G3_NODE_3365882_length_316_cov_13.373418,GR20,,26.488
G3_NODE_3498758_length_5522_cov_6.569359,GR20,,26.488
G3_NODE_3684540_length_615_cov_5.123577,GR20,,26.488
G3_NODE_3710337_length_829_cov_12.083233,GR20,,26.488
G3_NODE_4599199_length_3163_cov_6.442618,GR20,,26.488
G3_NODE_494544_length_2417_cov_11.524203,GR20,,26.488
G3_NODE_5040575_length_3373_cov_7.497183,GR20,,26.488
G3_NODE_741351_length_1400_cov_11.596429,GR20,,26.488
G3_NODE_944793_length_415_cov_12.575904,GR20,,26.488
G3_NODE_2643488_length_4393_cov_8.322558,GR7,,26.802
G3_NODE_3634053_length_732_cov_7.908470,GR7,,26.802
G3_NODE_4773926_length_891_cov_8.381594,GR7,,26.802
G3_NODE_702317_length_5239_cov_9.182859,GR7,,26.802
G3_NODE_1489815_length_1368_cov_9.521199,GR12,,26.845
G3_NODE_1577321_length_970_cov_6.307217,GR12,,26.845
G3_NODE_255433_length_7063_cov_9.573835,GR12,,26.845
G3_NODE_923166_length_1413_cov_8.847841,GR12,,26.845
G3_NODE_1471427_length_1262_cov_11.193344,GR13,,27.075
G3_NODE_209414_length_688_cov_8.686047,GR13,,27.075
G3_NODE_3493118_length_2280_cov_9.846930,GR13,,27.075
G3_NODE_1665102_length_456_cov_15.120614,GR16,,27.161
G3_NODE_1027841_length_2867_cov_11.487617,GR7,,27.312
G3_NODE_362655_length_1213_cov_10.555647,GR7,,27.312
G3_NODE_3744447_length_2394_cov_7.369256,GR7,,27.312
G3_NODE_5245487_length_3235_cov_6.546523,GR7,,27.312
G3_NODE_642298_length_2789_cov_12.183220,GR15,,27.314
G3_NODE_2607095_length_2730_cov_6.582784,GR10,,27.411
G3_NODE_30464_length_907_cov_13.621830,GR10,,27.411
G3_NODE_3291872_length_5455_cov_7.684143,GR10,,27.411
G3_NODE_4873993_length_2686_cov_7.835443,GR10,,27.411
G3_NODE_5055364_length_3005_cov_7.551747,GR10,,27.411
G3_NODE_562657_length_3947_cov_8.728908,GR10,,27.411
G3_NODE_2611208_length_458_cov_9.218341,GR8,,27.567
G3_NODE_275059_length_1601_cov_9.788882,GR8,,27.567
G3_NODE_1102130_length_5570_cov_10.451346,GR6,,27.642
G3_NODE_1309693_length_1537_cov_9.026675,GR6,,27.642
G3_NODE_2018498_length_2708_cov_7.943131,GR6,,27.642
G3_NODE_746960_length_6866_cov_8.773521,GR6,,27.642
G3_NODE_842190_length_368_cov_15.440217,GR6,,27.642
G3_NODE_3518224_length_105_cov_8.876190,GR7,,27.888
G3_NODE_5860106_length_5587_cov_7.740827,GR7,,27.888
G3_NODE_1691672_length_4922_cov_7.302519,GR5,,27.997
G3_NODE_198372_length_4452_cov_9.242363,GR5,,27.997
G3_NODE_2605912_length_2370_cov_6.721097,GR5,,27.997
G3_NODE_4379229_length_3707_cov_7.105476,GR5,,27.997
G3_NODE_4411638_length_1560_cov_7.521795,GR5,,27.997
G3_NODE_4845085_length_1456_cov_7.434066,GR5,,27.997
G3_NODE_4999075_length_294_cov_10.955782,GR5,,27.997
G3_NODE_5322637_length_277_cov_12.306859,GR5,,27.997
G3_NODE_2059597_length_377_cov_17.633953,GR7,,28.06
G3_NODE_2189633_length_3300_cov_8.655758,GR7,,28.06
G3_NODE_2658209_length_213_cov_7.464789,GR7,,28.06
G3_NODE_3086733_length_4455_cov_6.669809,GR7,,28.06
G3_NODE_3369291_length_270_cov_18.562963,GR7,,28.06
G3_NODE_4868275_length_5866_cov_6.817252,GR7,,28.06
G3_NODE_5079838_length_1461_cov_7.715263,GR7,,28.06
G3_NODE_1351205_length_3385_cov_7.850517,GR6,,28.061
G3_NODE_912596_length_228_cov_23.429825,GR6,,28.061
G3_NODE_1218392_length_2278_cov_8.132572,GR17,,28.137
G3_NODE_1696581_length_855_cov_12.602339,GR8,,28.483
G3_NODE_2010370_length_1711_cov_11.149620,GR8,,28.483
G3_NODE_438960_length_5066_cov_19.842676,GR8,,28.483
G3_NODE_898241_length_121_cov_10.677686,GR8,,28.483
G3_NODE_1122308_length_1349_cov_8.887324,GR10,,28.53
G3_NODE_2413075_length_555_cov_11.778378,GR10,,28.53
G3_NODE_2713153_length_426_cov_8.835681,GR10,,28.53
G3_NODE_4404239_length_2166_cov_7.870268,GR10,,28.53
G3_NODE_692763_length_2537_cov_9.142688,GR10,,28.53
G3_NODE_2162896_length_2899_cov_7.915833,GR1,,28.531
G3_NODE_2356776_length_2440_cov_7.599590,GR1,,28.531
G3_NODE_2806972_length_534_cov_12.921349,GR1,,28.531
G3_NODE_2853896_length_3405_cov_8.306902,GR1,,28.531
G3_NODE_3489937_length_4139_cov_7.815173,GR1,,28.531
G3_NODE_949532_length_3769_cov_7.207217,GR1,,28.531
G3_NODE_1192502_length_433_cov_12.919168,GR1,,28.611
G3_NODE_1650034_length_1896_cov_9.291667,GR1,,28.611
G3_NODE_2718201_length_333_cov_10.813814,GR1,,28.611
G3_NODE_3397252_length_2390_cov_7.309623,GR1,,28.611
G3_NODE_4633508_length_3053_cov_6.640026,GR1,,28.611
G3_NODE_987871_length_799_cov_7.894868,GR1,,28.611
G3_NODE_1542167_length_1162_cov_6.444922,GR20,,28.611
G3_NODE_3352323_length_2327_cov_9.154276,GR20,,28.611
G3_NODE_345274_length_1194_cov_11.504188,GR20,,28.611
G3_NODE_369970_length_1550_cov_8.014194,GR20,,28.611
G3_NODE_420785_length_1939_cov_11.982981,GR20,,28.611
G3_NODE_546383_length_569_cov_10.833040,GR20,,28.611
G3_NODE_5568784_length_1573_cov_6.570248,GR20,,28.611
G3_NODE_743233_length_412_cov_8.237864,GR20,,28.611
G3_NODE_880643_length_300_cov_18.976667,GR20,,28.611
G3_NODE_1743274_length_271_cov_13.608856,GR12,,28.661
G3_NODE_2228321_length_754_cov_7.018568,GR12,,28.661
G3_NODE_2897805_length_2112_cov_7.368371,GR12,,28.661
G3_NODE_3016579_length_241_cov_8.854772,GR12,,28.661
G3_NODE_3652459_length_4256_cov_8.611608,GR12,,28.661
G3_NODE_711692_length_1815_cov_8.107438,GR12,,28.661
G3_NODE_875077_length_171_cov_21.140350,GR12,,28.661
G3_NODE_1247442_length_2703_cov_9.431373,GR8,,28.761
G3_NODE_2287083_length_708_cov_13.012712,GR7,,28.916
G3_NODE_288179_length_64_cov_29.734375,GR7,,28.916
G3_NODE_3071082_length_4646_cov_6.793586,GR7,,28.916
G3_NODE_3410580_length_1505_cov_6.662458,GR7,,28.916
G3_NODE_5215271_length_791_cov_5.711757,GR7,,28.916
G3_NODE_815698_length_1670_cov_10.838324,GR7,,28.916
G3_NODE_5395309_length_1077_cov_6.758589,GR2,,28.986
G3_NODE_5714011_length_1434_cov_5.194561,GR2,,28.986
G3_NODE_1338524_length_1943_cov_10.107566,GR2,,29.132
G3_NODE_2717324_length_1879_cov_9.253326,GR2,,29.132
G3_NODE_3659402_length_185_cov_11.421621,GR2,,29.132
G3_NODE_4434994_length_1034_cov_5.502902,GR2,,29.132
G3_NODE_1221735_length_1923_cov_10.228809,GR20,,29.161
G3_NODE_1661499_length_584_cov_13.013699,GR20,,29.161
G3_NODE_1929828_length_978_cov_7.784254,GR20,,29.161
G3_NODE_2008756_length_633_cov_8.751975,GR20,,29.161
G3_NODE_220246_length_547_cov_12.246800,GR20,,29.161
G3_NODE_3151598_length_141_cov_4.560284,GR20,,29.161
G3_NODE_2107618_length_975_cov_8.369231,GR13,,29.277
G3_NODE_5498471_length_3562_cov_7.629141,GR13,,29.277
G3_NODE_1087388_length_4406_cov_7.483659,GR10,,29.289
G3_NODE_5759207_length_1228_cov_7.132736,GR10,,29.289
G3_NODE_607089_length_1634_cov_8.701959,GR10,,29.289
G3_NODE_627377_length_980_cov_10.575510,GR7,,29.349
G3_NODE_5419355_length_4153_cov_9.291596,GR3,,29.491
G3_NODE_2298916_length_1243_cov_7.963797,GR14,,29.584
G3_NODE_591746_length_906_cov_12.367550,GR14,,29.584
G3_NODE_2747194_length_509_cov_10.149312,GR4,,29.638
G3_NODE_5296317_length_188_cov_4.196808,GR15,,29.75
G3_NODE_2065895_length_400_cov_9.065000,GR5,,29.759
G3_NODE_2470347_length_51_cov_6.764706,GR5,,29.759
G3_NODE_1299674_length_493_cov_19.750507,GR13,,29.777
G3_NODE_1855515_length_170_cov_7.470588,GR13,,29.777
G3_NODE_1958543_length_461_cov_21.869848,GR13,,29.777
G3_NODE_2394716_length_818_cov_6.764059,GR13,,29.777
G3_NODE_2468136_length_2797_cov_7.066142,GR13,,29.777
G3_NODE_3238600_length_7330_cov_7.032606,GR13,,29.777
G3_NODE_4225849_length_3971_cov_7.016117,GR13,,29.777
G3_NODE_4750990_length_148_cov_12.898648,GR13,,29.777
G3_NODE_734330_length_643_cov_7.813375,GR13,,29.777
G3_NODE_2456039_length_874_cov_11.593822,GR20,,30.134
G3_NODE_2575423_length_8607_cov_8.068549,GR20,,30.134
G3_NODE_769332_length_1739_cov_10.939045,GR20,,30.134
G3_NODE_2133190_length_409_cov_12.447433,GR14,,30.416
G3_NODE_2310445_length_341_cov_13.868035,GR14,,30.416
G3_NODE_369294_length_452_cov_10.121681,GR14,,30.416
G3_NODE_4037956_length_2443_cov_7.504298,GR14,,30.416
G3_NODE_5756513_length_4601_cov_6.689633,GR14,,30.416
G3_NODE_581748_length_3146_cov_6.852829,GR14,,30.416
G3_NODE_1562192_length_2761_cov_8.741398,GR7,,30.437
G3_NODE_1916860_length_289_cov_21.065744,GR7,,30.437
G3_NODE_2528112_length_431_cov_21.236658,GR7,,30.437
G3_NODE_2990893_length_4827_cov_7.575720,GR6,,30.718
G3_NODE_1760843_length_1140_cov_9.774561,GR8,,30.882
G3_NODE_634508_length_1622_cov_8.609741,GR8,,30.882
G3_NODE_1078585_length_544_cov_11.433824,GR10,,30.949
G3_NODE_2832328_length_3507_cov_7.510693,GR10,,30.949
G3_NODE_3277222_length_523_cov_8.391970,GR10,,30.949
G3_NODE_3702682_length_879_cov_11.616610,GR10,,30.949
G3_NODE_576538_length_2397_cov_10.879433,GR10,,30.949
G3_NODE_6097703_length_4648_cov_5.803141,GR10,,30.949
G3_NODE_892581_length_189_cov_11.269841,GR10,,30.949
G3_NODE_1875019_length_2478_cov_8.740920,GR13,,30.97
G3_NODE_3136075_length_2235_cov_7.047427,GR13,,30.97
G3_NODE_941757_length_2652_cov_10.801660,GR20,,31.163
G3_NODE_4523146_length_913_cov_8.307776,GR1,,31.401
G3_NODE_2475164_length_4585_cov_7.780371,GR5,,31.556
G3_NODE_3238515_length_1269_cov_12.969267,GR5,,31.556
G3_NODE_4462431_length_51_cov_6.274510,GR7,,31.632
G3_NODE_126237_length_777_cov_6.500644,GR10,,31.75
G3_NODE_2771710_length_400_cov_8.782500,GR10,,31.75
G3_NODE_7810_length_2059_cov_8.915493,GR10,,31.75
G3_NODE_1400248_length_2993_cov_10.640828,GR8,,32.095
G3_NODE_1288509_length_3283_cov_9.324094,GR20,,32.099
G3_NODE_2834295_length_2104_cov_7.060361,GR20,,32.099
G3_NODE_2927369_length_1477_cov_8.828030,GR20,,32.099
G3_NODE_1457_length_1335_cov_8.350562,GR10,,32.212
G3_NODE_166683_length_1299_cov_10.937644,GR10,,32.212
G3_NODE_2274872_length_460_cov_13.800000,GR10,,32.212
G3_NODE_800807_length_303_cov_11.181519,GR10,,32.212
G3_NODE_2364590_length_389_cov_11.778920,GR10,,32.217
G3_NODE_3278505_length_1344_cov_6.955357,GR10,,32.217
G3_NODE_4821869_length_146_cov_13.547945,GR10,,32.217
G3_NODE_120755_length_765_cov_12.673203,GR6,,32.282
G3_NODE_1726565_length_1410_cov_7.855319,GR6,,32.282
G3_NODE_242769_length_1588_cov_11.926322,GR6,,32.282
G3_NODE_5148118_length_992_cov_5.470766,GR6,,32.282
G3_NODE_604325_length_720_cov_11.400000,GR6,,32.282
G3_NODE_4356898_length_439_cov_6.350797,GR7,,32.298
G3_NODE_498604_length_4959_cov_9.630167,GR7,,32.298
G3_NODE_1544375_length_760_cov_10.022368,GR14,,32.514
G3_NODE_2037848_length_2397_cov_10.547768,GR14,,32.514
G3_NODE_2447381_length_2997_cov_8.283283,GR14,,32.514
G3_NODE_3632715_length_116_cov_8.853448,GR14,,32.514
G3_NODE_4548142_length_1812_cov_8.288079,GR20,,32.58
G3_NODE_502880_length_2833_cov_11.260854,GR20,,32.58
G3_NODE_1014872_length_2720_cov_9.817647,GR2,,32.611
G3_NODE_1195435_length_2643_cov_8.323874,GR2,,32.611
G3_NODE_2394627_length_2791_cov_7.122895,GR2,,32.611
G3_NODE_3272516_length_1517_cov_7.562953,GR2,,32.611
G3_NODE_3537619_length_1239_cov_6.678773,GR2,,32.611
G3_NODE_1285619_length_3539_cov_7.815485,GR11,,32.662
G3_NODE_219453_length_233_cov_15.609442,GR11,,32.662
G3_NODE_2534092_length_260_cov_11.296154,GR11,,32.662
G3_NODE_3066275_length_1065_cov_9.461972,GR11,,32.662
G3_NODE_3247307_length_663_cov_7.612368,GR11,,32.662
G3_NODE_3359455_length_293_cov_5.146758,GR11,,32.662
G3_NODE_3540282_length_2290_cov_9.262882,GR11,,32.662
G3_NODE_4182749_length_686_cov_11.545190,GR11,,32.662
G3_NODE_4546689_length_3293_cov_7.256908,GR11,,32.662
G3_NODE_1658685_length_383_cov_11.879895,GR8,,32.785
G3_NODE_1674890_length_4821_cov_8.652147,GR8,,32.785
G3_NODE_5603787_length_2578_cov_7.912723,GR8,,32.785
G3_NODE_924956_length_3319_cov_9.848449,GR8,,32.785
G3_NODE_1304302_length_1006_cov_7.704772,GR3,,32.962
G3_NODE_178934_length_77_cov_13.285714,GR3,,32.962
G3_NODE_4766659_length_1015_cov_12.278818,GR3,,32.962
G3_NODE_747506_length_1519_cov_8.125082,GR3,,32.962
G3_NODE_14014_length_1973_cov_7.816523,GR12,,32.974
G3_NODE_2147103_length_351_cov_12.931623,GR12,,32.974
G3_NODE_3045367_length_5491_cov_9.090511,GR12,,32.974
G3_NODE_861910_length_518_cov_11.691120,GR12,,32.974
G3_NODE_2082834_length_2206_cov_9.489120,GR10,,33.037
G3_NODE_3196803_length_4797_cov_7.570356,GR10,,33.037
G3_NODE_376806_length_1650_cov_11.247272,GR10,,33.037
G3_NODE_424513_length_372_cov_4.924731,GR10,,33.037
G3_NODE_616829_length_250_cov_11.664000,GR10,,33.037
G3_NODE_91006_length_250_cov_12.044000,GR10,,33.037
G3_NODE_2036721_length_251_cov_15.019920,GR15,,33.076
G3_NODE_791466_length_1888_cov_11.557733,GR15,,33.076
G3_NODE_4005450_length_208_cov_6.567307,GR20,,33.253
G3_NODE_125368_length_1857_cov_12.678514,GR8,,33.262
G3_NODE_1658267_length_1423_cov_8.575544,GR8,,33.262
G3_NODE_1776181_length_929_cov_8.129171,GR8,,33.262
G3_NODE_1846423_length_5206_cov_9.296965,GR8,,33.262
G3_NODE_3464124_length_2298_cov_7.355962,GR8,,33.262
G3_NODE_1548206_length_2514_cov_7.574781,GR9,,33.449
G3_NODE_5901990_length_120_cov_23.033333,GR9,,33.449
G3_NODE_1454916_length_663_cov_8.104073,GR13,,33.486
G3_NODE_1585275_length_211_cov_12.203792,GR13,,33.486
G3_NODE_1825519_length_6736_cov_8.541419,GR13,,33.486
G3_NODE_182726_length_872_cov_13.584863,GR13,,33.486
G3_NODE_3055781_length_4704_cov_6.903912,GR13,,33.486
G3_NODE_3775836_length_4045_cov_7.417552,GR13,,33.486
G3_NODE_4421736_length_3025_cov_7.153389,GR13,,33.486
G3_NODE_445832_length_2627_cov_11.137800,GR13,,33.486
G3_NODE_593119_length_807_cov_11.094176,GR13,,33.486
G3_NODE_1270215_length_1518_cov_10.107378,GR10,,33.562
G3_NODE_1743043_length_2260_cov_8.339823,GR10,,33.562
G3_NODE_1832737_length_3488_cov_7.319094,GR10,,33.562
G3_NODE_2314337_length_587_cov_11.703577,GR10,,33.562
G3_NODE_359369_length_158_cov_12.069620,GR10,,33.562
G3_NODE_5492935_length_2542_cov_7.974823,GR10,,33.562
G3_NODE_63862_length_1732_cov_11.584873,GR10,,33.562
G3_NODE_686591_length_1893_cov_10.888008,GR10,,33.562
G3_NODE_1274188_length_3001_cov_8.618461,GR7,,33.576
G3_NODE_1832446_length_1751_cov_7.198743,GR7,,33.576
G3_NODE_4572593_length_824_cov_10.540049,GR7,,33.576
G3_NODE_458785_length_1535_cov_9.168730,GR7,,33.576
G3_NODE_4684946_length_2610_cov_7.432184,GR7,,33.576
G3_NODE_4710721_length_809_cov_4.343634,GR7,,33.576
G3_NODE_5783313_length_51_cov_5.901961,GR7,,33.576
G3_NODE_2008872_length_232_cov_11.262931,GR2,,33.946
G3_NODE_123084_length_1557_cov_11.728966,GR6,,34.268
G3_NODE_1463921_length_5786_cov_9.207397,GR6,,34.268
G3_NODE_2471976_length_1514_cov_7.876486,GR6,,34.268
G3_NODE_2054985_length_1456_cov_7.796017,GR8,,34.279
G3_NODE_5189246_length_2565_cov_6.402339,GR8,,34.279
G3_NODE_1107231_length_415_cov_16.462650,GR7,,34.435
G3_NODE_1154521_length_231_cov_7.974026,GR7,,34.435
G3_NODE_2127998_length_268_cov_4.503731,GR7,,34.435
G3_NODE_2741931_length_9066_cov_7.735495,GR7,,34.435
G3_NODE_2869956_length_515_cov_13.471845,GR7,,34.435
G3_NODE_5505136_length_2118_cov_6.431539,GR7,,34.435
G3_NODE_1873655_length_384_cov_10.880208,GR13,,34.443
G3_NODE_2359109_length_185_cov_12.167567,GR13,,34.443
G3_NODE_291082_length_1058_cov_10.390359,GR13,,34.443
G3_NODE_5085783_length_317_cov_16.268139,GR13,,34.443
G3_NODE_1131270_length_1407_cov_12.929638,GR20,,34.626
G3_NODE_210335_length_1313_cov_11.865955,GR20,,34.626
G3_NODE_2198748_length_5757_cov_7.616467,GR20,,34.626
G3_NODE_2419034_length_1354_cov_5.764402,GR20,,34.626
G3_NODE_2838146_length_166_cov_25.873493,GR20,,34.626
G3_NODE_352545_length_1407_cov_14.203269,GR20,,34.626
G3_NODE_4625937_length_4490_cov_7.018486,GR20,,34.626
G3_NODE_4823901_length_512_cov_6.136719,GR20,,34.626
G3_NODE_4920284_length_2409_cov_8.041096,GR20,,34.626
G3_NODE_3356976_length_600_cov_6.273334,GR15,,34.681
G3_NODE_3522084_length_3817_cov_8.129159,GR15,,34.681
G3_NODE_928396_length_6201_cov_8.880342,GR15,,34.681
G3_NODE_1777015_length_1454_cov_8.932600,GR10,,34.96
G3_NODE_2582343_length_2840_cov_7.613380,GR10,,34.96
G3_NODE_3354582_length_131_cov_7.099236,GR10,,34.96
G3_NODE_4279936_length_2780_cov_9.206115,GR10,,34.96
G3_NODE_1062634_length_431_cov_7.167053,GR19,,35.22
G3_NODE_1326419_length_255_cov_12.447059,GR3,,35.237
G3_NODE_178935_length_544_cov_10.470589,GR3,,35.237
G3_NODE_2162251_length_3344_cov_7.561304,GR3,,35.237
G3_NODE_2231056_length_1172_cov_7.393345,GR3,,35.237
G3_NODE_3587284_length_2721_cov_8.330761,GR3,,35.237
G3_NODE_5065128_length_4144_cov_6.504344,GR3,,35.237
G3_NODE_5508728_length_963_cov_8.157840,GR3,,35.237
G3_NODE_795115_length_1743_cov_9.002869,GR3,,35.237
G3_NODE_849715_length_843_cov_14.436536,GR3,,35.237
G3_NODE_1268696_length_2824_cov_8.418201,GR9,,35.296
G3_NODE_1429651_length_3489_cov_6.176268,GR1,,35.306
G3_NODE_1489600_length_1928_cov_8.266598,GR1,,35.306
G3_NODE_1518987_length_792_cov_8.796718,GR1,,35.306
G3_NODE_2947301_length_5039_cov_9.218694,GR1,,35.306
G3_NODE_3978664_length_2168_cov_7.474631,GR1,,35.306
G3_NODE_886309_length_3226_cov_7.771854,GR1,,35.306
G3_NODE_2827445_length_315_cov_15.034921,GR19,,35.395
G3_NODE_4082923_length_3807_cov_7.688468,GR3,,35.599
G3_NODE_653529_length_2366_cov_7.144125,GR3,,35.599
G3_NODE_1423871_length_4381_cov_9.153618,GR12,,35.8
G3_NODE_2470819_length_2019_cov_9.412086,GR12,,35.8
G3_NODE_2986873_length_1365_cov_8.410256,GR12,,35.8
G3_NODE_3201433_length_137_cov_4.357664,GR12,,35.8
G3_NODE_5107656_length_475_cov_4.852632,GR12,,35.8
G3_NODE_5146722_length_2143_cov_6.920672,GR12,,35.8
G3_NODE_3776194_length_4877_cov_6.241747,GR14,,35.853
G3_NODE_3836657_length_2930_cov_8.602389,GR14,,35.853
G3_NODE_506963_length_1410_cov_6.328369,GR14,,35.853
G3_NODE_1174723_length_542_cov_7.948339,GR20,,35.924
G3_NODE_1469781_length_446_cov_10.883409,GR20,,35.924
G3_NODE_2206594_length_852_cov_16.778170,GR20,,35.924
G3_NODE_3579703_length_109_cov_9.660550,GR20,,35.924
G3_NODE_4579389_length_2198_cov_6.694723,GR20,,35.924
G3_NODE_2879547_length_4059_cov_6.455777,GR10,,36.077
G3_NODE_1464680_length_483_cov_11.523809,GR18,,36.105
G3_NODE_1795653_length_143_cov_5.699301,GR18,,36.105
G3_NODE_2178583_length_291_cov_19.374571,GR18,,36.105
G3_NODE_2295802_length_1585_cov_7.571609,GR18,,36.105
G3_NODE_3477047_length_2204_cov_6.468240,GR18,,36.105
G3_NODE_3875505_length_497_cov_9.420523,GR18,,36.105
G3_NODE_388536_length_4370_cov_11.627232,GR18,,36.105
G3_NODE_637124_length_952_cov_8.506303,GR18,,36.105
G3_NODE_1571089_length_603_cov_12.761194,GR10,,36.189
G3_NODE_3107700_length_239_cov_12.004184,GR10,,36.189
G3_NODE_3163738_length_3543_cov_7.940164,GR10,,36.189
G3_NODE_4003993_length_2270_cov_6.523348,GR10,,36.189
G3_NODE_726878_length_2207_cov_10.005890,GR8,,36.231
G3_NODE_1422099_length_2195_cov_8.648292,GR11,,36.308
G3_NODE_1511918_length_1604_cov_8.408978,GR11,,36.308
G3_NODE_410576_length_604_cov_14.238411,GR11,,36.308
G3_NODE_4837240_length_2269_cov_6.968709,GR11,,36.308
G3_NODE_4942083_length_886_cov_19.013544,GR11,,36.308
G3_NODE_888612_length_2256_cov_8.710107,GR11,,36.308
G3_NODE_3463135_length_1665_cov_4.856456,GR5,,36.565
